"Name","Trophies","ItemSWF","ItemExportName","Align","OffsetX","OffsetY","Amount","Spell","SpellAlt","Resource","Chest","EmoteIDHigh","EmoteIDLow","RandomSpell","Token","Consumable","SupportCard","SupportCardAlt","RandomSupportCard","MysteryBox","EvoShard","RulerCard"
,4700,"sc/ui_trophy_road_milestones.sc","tr_14_8","left",,,1,,,,,110,0,,,,,,,,,
,4750,"sc/ui_trophy_road_milestones.sc","tr_14_5","right",,,12000,,,"Gold",,,,,,,,,,,,
,4800,"sc/ui_trophy_road_milestones.sc","tr_14_4","left",,,20,"GoblinDrill","AxeMan",,,,,,,,,,,,,
,4850,"sc/ui_trophy_road_milestones.sc","tr_14_3","right",,,150,,,"Diamonds",,,,,,,,,,,,
,4900,"sc/ui_trophy_road_milestones.sc","tr_14_6","left",,,1,,,,"Legendary_Arena14",,,,,,,,,,,
,4950,"sc/ui_trophy_road_milestones.sc","tr_14_7","right",,,1,,,,,,,,,"WildcardLegendary",,,,,,
,5025,"sc/ui_trophy_road_milestones.sc","tr_15_mighty_mine_1","right",,,20,"Rage","GoblinCurse",,,,,,,,,,,,,
,5100,"sc/ui_trophy_road_milestones.sc","tr_15_mighty_mine_2","left",,,12000,,,"Gold",,,,,,,,,,,,
,5150,"sc/ui_trophy_road_milestones.sc","tr_15_mighty_mine_3","right",,,25,,,,,,,,,"WildcardRare",,,,,,
,5225,"sc/ui_trophy_road_milestones.sc","tr_15_mighty_mine_4","left",,,20,"Clone","Mirror",,,,,,,,,,,,,
,5300,"sc/ui_trophy_road_milestones.sc","tr_15_mighty_mine_5","right",,,15000,,,"Gold",,,,,,,,,,,,
,5375,"sc/ui_trophy_road_milestones.sc","tr_15_mighty_mine_6","left",,,150,,,"Diamonds",,,,,,,,,,,,
,5450,"sc/ui_trophy_road_milestones.sc","tr_15_mighty_mine_7","right",,,1,,,,"SuperLightning_Arena_L1",,,,,,,,,,,
,5525,"sc/ui_trophy_road_milestones.sc","tr_16_exe_kitchen_1","right",,,800,"RoyalDelivery",,,,,,,,,,,,,,
,5600,"sc/ui_trophy_road_milestones.sc","tr_16_exe_kitchen_2","left",,,15000,,,"Gold",,,,,,,,,,,,
,5675,"sc/ui_trophy_road_milestones.sc","tr_16_exe_kitchen_3","right",,,1,,,,"ChampionChest_Arena_L2",,,,,,,,,,,
,5750,"sc/ui_trophy_road_milestones.sc","tr_16_exe_kitchen_4","left",,,1,,,,"Giant_Arena_L2",,,,,,,,,,,
,5825,"sc/ui_trophy_road_milestones.sc","tr_16_exe_kitchen_5","right",,,15000,,,"Gold",,,,,,,,,,,,
,5900,"sc/ui_trophy_road_milestones.sc","tr_16_exe_kitchen_6","left",,,1,,,,,,,,,"WildcardLegendary",,,,,,
,5975,"sc/ui_trophy_road_milestones.sc","tr_16_exe_kitchen_7","right",,,3,"Barbarians",,,,,,,,,,,,,"TRUE",
,6050,"sc/ui_trophy_road_milestones.sc","tr_17_tomb_1","right",,,1,,,,"Giant_Arena_L3",,,,,,,,,,,
,6100,"sc/ui_trophy_road_milestones.sc","tr_17_tomb_4","left",,,1,,,,"ChampionChest_Arena_L3",,,,,,,,,,,
,6150,"sc/ui_trophy_road_milestones.sc","tr_17_tomb_3","right",,,200,,,"Diamonds",,,,,,,,,,,,
,6225,"sc/ui_trophy_road_milestones.sc","tr_17_tomb_2","left",,,15000,,,"Gold",,,,,,,,,,,,
,6300,"sc/ui_trophy_road_milestones.sc","tr_17_tomb_3","right",,,25,,,,,,,,,"WildcardRare",,,,,,
,6375,"sc/ui_trophy_road_milestones.sc","tr_17_tomb_6","left",,,1,,,,"Magic_Arena_L3",,,,,,,,,,,
,6450,"sc/ui_trophy_road_milestones.sc","tr_17_tomb_7","right",,,4,"DarkWitch","WitchMother",,,,,,,,,,,,,
,6525,"sc/ui_trophy_road_milestones.sc","tr_18_forbidden_3","right",,,5,,,,,,,,,"WildcardEpic",,,,,,
,6600,"sc/ui_trophy_road_milestones.sc","tr_18_forbidden_2","left",,,15000,,,"Gold",,,,,,,,,,,,
,6675,"sc/ui_trophy_road_milestones.sc","tr_18_forbidden_1","right",,,1,,,,"ChampionChest_Arena_L4",,,,,,,,,,,
,6750,"sc/ui_trophy_road_milestones.sc","tr_18_forbidden_6","left",,,200,,,"Diamonds",,,,,,,,,,,,
,6825,"sc/ui_trophy_road_milestones.sc","tr_18_forbidden_5","right",,,15000,,,"Gold",,,,,,,,,,,,
,6900,"sc/ui_trophy_road_milestones.sc","tr_18_forbidden_4","left",,,300,"Elixir Collector","ElixirGolem",,,,,,,,,,,,,
,6975,"sc/ui_trophy_road_milestones.sc","tr_18_forbidden_3","right",,,3,"Barbarians",,,,,,,,,,,,,"TRUE",
,7050,"sc/ui_trophy_road_milestones.sc","tr_19_dragon_1","right",,,200,,,,,,,,,"WildcardCommon",,,,,,
,7100,"sc/ui_trophy_road_milestones.sc","tr_19_dragon_4","left",,,1,,,,"ChampionChest_Arena_L5",,,,,,,,,,,
,7150,"sc/ui_trophy_road_milestones.sc","tr_19_dragon_3","right",,,1,,,,"Giant_Arena_L5",,,,,,,,,,,
,7225,"sc/ui_trophy_road_milestones.sc","tr_19_dragon_2","left",,,15000,,,"Gold",,,,,,,,,,,,
,7300,"sc/ui_trophy_road_milestones.sc","tr_19_dragon_7","right",,,40,"Tornado","DarkMagic",,,,,,,,,,,,,
,7375,"sc/ui_trophy_road_milestones.sc","tr_19_dragon_6","left",,,1,,,,"Shop_Small_1_Arena_L5",,,,,,,,,,,
,7450,"sc/ui_trophy_road_milestones.sc","tr_19_dragon_3","right",,,200,,,"Diamonds",,,,,,,,,,,,
,7525,"sc/ui_trophy_road_milestones.sc","tr_21_bootcamp_1","right",,,1,,,,,,,,,"WildcardLegendary",,,,,,
,7600,"sc/ui_trophy_road_milestones.sc","tr_21_bootcamp_4","left",,,1,,,,"Giant_Arena_L6",,,,,,,,,,,
,7675,"sc/ui_trophy_road_milestones.sc","tr_21_bootcamp_5","right",,,15000,,,"Gold",,,,,,,,,,,,
,7750,"sc/ui_trophy_road_milestones.sc","tr_21_bootcamp_4","left",,,1,,,,,,,,,"WildcardChampion",,,,,,
,7825,"sc/ui_trophy_road_milestones.sc","tr_21_bootcamp_3","right",,,1,,,,"Giant_Arena_L6",,,,,,,,,,,
,7900,"sc/ui_trophy_road_milestones.sc","tr_21_bootcamp_2","left",,,15000,,,"Gold",,,,,,,,,,,,
,7975,"sc/ui_trophy_road_milestones.sc","tr_21_bootcamp_1","right",,,1,,,,"SuperLightning_Arena_L6",,,,,,,,,,,
,8050,"sc/ui_trophy_road_milestones.sc","tr_22_clashfest_1","right",,,1,,,,"Giant_Arena_L7",,,,,,,,,,,
,8100,"sc/ui_trophy_road_milestones.sc","tr_22_clashfest_2","left",,,15000,,,"Gold",,,,,,,,,,,,
,8175,"sc/ui_trophy_road_milestones.sc","tr_22_clashfest_3","right",,,1,,,,,,,,,"WildcardLegendary",,,,,,
,8250,"sc/ui_trophy_road_milestones.sc","tr_22_clashfest_4","left",,,200,,,"Diamonds",,,,,,,,,,,,
,8325,"sc/ui_trophy_road_milestones.sc","tr_22_clashfest_1","right",,,10,,,,,,,,,"WildcardEpic",,,,,,
,8400,"sc/ui_trophy_road_milestones.sc","tr_22_clashfest_2","left",,,15000,,,"Gold",,,,,,,,,,,,
,8475,"sc/ui_trophy_road_milestones.sc","tr_22_clashfest_3","right",,,1,,,,"Magic_Arena_L7",,,,,,,,,,,
,8550,"sc/ui_trophy_road_milestones.sc","tr_23_pancakes_3","right",,,1,,,,"Giant_Arena_L8",,,,,,,,,,,
,8600,"sc/ui_trophy_road_milestones.sc","tr_23_pancakes_2","left",,,15000,,,"Gold",,,,,,,,,,,,
,8675,"sc/ui_trophy_road_milestones.sc","tr_23_pancakes_5","right",,,1,,,,,,,,,"WildcardChampion",,,,,,
,8750,"sc/ui_trophy_road_milestones.sc","tr_23_pancakes_4","left",,,200,,,"Diamonds",,,,,,,,,,,,
,8825,"sc/ui_trophy_road_milestones.sc","tr_23_pancakes_1","right",,,1,,,,,,,,,"WildcardLegendary",,,,,,
,8900,"sc/ui_trophy_road_milestones.sc","tr_23_pancakes_2","left",,,15000,,,"Gold",,,,,,,,,,,,
,8975,"sc/ui_trophy_road_milestones.sc","tr_23_pancakes_5","right",,,1,,,,"SuperLightning_Arena_L8",,,,,,,,,,,
,9050,"sc/ui_trophy_road_milestones.sc","tr_24_valhalla_2","right",,,1,,,,"Giant_Arena_L9",,,,,,,,,,,
,9100,"sc/ui_trophy_road_milestones.sc","tr_24_valhalla_4","left",,,15000,,,"Gold",,,,,,"WildcardChampion",,,,,,
,9175,"sc/ui_trophy_road_milestones.sc","tr_24_valhalla_1","right",,,1,,,,"Shop_Small_1_Arena_L9",,,,,,,,,,,
,9250,"sc/ui_trophy_road_milestones.sc","tr_24_valhalla_5","left",,,200,,,"Diamonds",,,,,,"WildcardLegendary",,,,,,
,9325,"sc/ui_trophy_road_milestones.sc","tr_24_valhalla_6","right",,,15000,,,"Gold",,,,,,,,,,,,
,9400,"sc/ui_trophy_road_milestones.sc","tr_24_valhalla_3","left",,,1,,,,"Giant_Arena_L9",,,,,,,,,,,
,9475,"sc/ui_trophy_road_milestones.sc","tr_24_valhalla_2","right",,,1,,,,"Magic_Arena_L9",,,,,"WildcardChampion",,,,,,
,9550,"sc/ui_trophy_road_milestones.sc","tr_20_legendary_7","right",,,1,,,,"Giant_Arena_L10",,,,,,,,,,,
,9600,"sc/ui_trophy_road_milestones.sc","tr_20_legendary_2","left",,,15000,,,"Gold",,,,,,"WildcardLegendary",,,,,,
,9675,"sc/ui_trophy_road_milestones.sc","tr_20_legendary_3","right",,,1,,,,"Shop_Small_1_Arena_L10",,,,,,,,,,,
,9750,"sc/ui_trophy_road_milestones.sc","tr_20_legendary_4","left",,,1,,,,"Giant_Arena_L10",,,,,,,,,,,
,9825,"sc/ui_trophy_road_milestones.sc","tr_20_legendary_5","right",,,15000,,,"Gold",,,,,,,,,,,,
,9900,"sc/ui_trophy_road_milestones.sc","tr_20_legendary_6","left",,,300,,,"Diamonds",,,,,,,,,,,,
,9950,"sc/ui_trophy_road_milestones.sc","tr_20_legendary_1","right",,,1,,,,"Super_Arena_L10",,,,,,,,,,,
